<<<<<<< HEAD
Course_Learning_Material,Source,Course_Level,Type,Module,Difficulty_Level,Keywords,Links,Duration_in_minutes
Fast.ai,Fast.ai,Advanced,Free,19: DDPM and Dropout,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson19.html,2
Fast.ai,Fast.ai,Advanced,Free,19: DDPM and Dropout: Concept Useds,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson19.html#concepts-discussed,2
Fast.ai,Fast.ai,Advanced,Free,19: DDPM and Dropout:  Video 19: Deep Learning Foundations to Stable Diffusion,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson19.html#video,90
Fast.ai,Fast.ai,Advanced,Free,20: Mixed Precision,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson20.html,2
Fast.ai,Fast.ai,Advanced,Free,20: Mixed Precision: Concepts Used,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson20.html#concepts-discussed,2
Fast.ai,Fast.ai,Advanced,Free,20: Mixed Precision: Video 20: Deep Learning Foundations to Stable Diffusion,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson20.html#video,110
Fast.ai,Fast.ai,Advanced,Free,21: DDIM,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson21.html,2
Fast.ai,Fast.ai,Advanced,Free,21: DDIM: Concepts Used,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson21.html#concepts-discussed,2
Fast.ai,Fast.ai,Advanced,Free,21: DDIM: Video 21: Deep Learning Foundations to Stable Diffusion,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson21.html#video,120
Fast.ai,Fast.ai,Advanced,Free,22: Karras et al (2022),Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson22.html,2
Fast.ai,Fast.ai,Advanced,Free,22: Karras et al (2022): Concepts Used,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson22.html#concepts-discussed,2
Fast.ai,Fast.ai,Advanced,Free,22: Karras et al (2022): Video 22: Deep Learning Foundations to Stable Diffusion,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson22.html#video,90
Fast.ai,Fast.ai,Advanced,Free,23: Super-resolution,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson23.html,2
Fast.ai,Fast.ai,Advanced,Free,23: Super-resolution: Concepts Used,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson23.html#concepts-discussed,2
Fast.ai,Fast.ai,Advanced,Free,23: Super-resolution: Video 23: Deep Learning Foundations to Stable Diffusion,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson23.html#video,100
Fast.ai,Fast.ai,Advanced,Free,23: Super-resolution: Lesson Resources,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson23.html#lesson-resources,2
Fast.ai,Fast.ai,Advanced,Free,24: Attention & transformers,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson24.html,2
Fast.ai,Fast.ai,Advanced,Free,24: Attention & transformers: Concepts  Used,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson24.html#concepts-discussed,2
Fast.ai,Fast.ai,Advanced,Free,24: Attention & transformers:  Video 24: Deep Learning Foundations to Stable Diffusion,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson24.html#video,120
Fast.ai,Fast.ai,Advanced,Free,25: Latent diffusion,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson25.html,2
Fast.ai,Fast.ai,Advanced,Free,25: Latent diffusion :  Video 25: Deep Learning Foundations to Stable Diffusion,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson25.html#video,100
Fast.ai,Fast.ai,Advanced,Free,25: Latent diffusion : Lesson Resources,Easy,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://course.fast.ai/Lessons/lesson25.html#lesson-resources,2
Fast.ai,Fast.ai,Advanced,Free,Bonus: Lesson 9a,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://youtu.be/0_BBRNYInx8,42
Fast.ai,Fast.ai,Advanced,Free,Bonus: Lesson 9b,Hard,"Autoencoders, Model Initialization, Dropout Techniques, Attention Mechanisms, Super-resolution",https://www.youtube.com/watch?v=mYpjmM7O-30,52
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation",https://www.cloudskillsboost.google/course_templates/536,45
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI: Video,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation",https://www.cloudskillsboost.google/course_sessions/4411756/video/384243,22
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI: Reading,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation",https://www.cloudskillsboost.google/course_sessions/4411756/documents/384244,13
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI: Quiz,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation",https://www.cloudskillsboost.google/course_sessions/4411756/quizzes/384245,10
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Large Language Models,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation",https://www.cloudskillsboost.google/course_templates/539,45
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Large Language Models: Video,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Text Generation, Natural Language Processing, NLP",https://www.cloudskillsboost.google/course_sessions/4412462/video/379143,15
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Large Language Models: Reading,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Text Generation, Natural Language Processing, NLP",https://www.cloudskillsboost.google/course_sessions/4412462/documents/379144,20
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Large Language Models: Quiz,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Text Generation, Natural Language Processing, NLP",https://www.cloudskillsboost.google/course_sessions/4412462/quizzes/379145,10
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Responsibe AI,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_templates/554,20
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Responsibe AI:Video,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_sessions/4412757/video/386919,10
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Responsibe AI,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_sessions/4412757/quizzes/386920,10
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Fundamentals,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_templates/556,120
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Fundamentals: Introduction to Generative AI Course,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation",https://www.cloudskillsboost.google/course_templates/536,45
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Fundamentals: Introduction to Large Language Models Course,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Text Generation, Natural Language Processing, NLP",https://www.cloudskillsboost.google/course_templates/539,45
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Fundamentals: Introduction to Responsibe AI Course,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Natural Language Processing, NLP",https://www.cloudskillsboost.google/course_templates/554,20
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Fundamentals: Quiz,Medium,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Natural Language Processing, NLP",https://www.cloudskillsboost.google/course_sessions/4412954/quizzes/381263,10
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_templates/388,128
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Introduction,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_sessions/4597819/video/387435,16
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Introduction- Course Introduction,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_sessions/4597819/video/387435,7
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Introduction- Google and Responsible AI,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency",https://www.cloudskillsboost.google/course_sessions/4597819/video/387436,5
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Introduction- An Introduction to Google AI Principles,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, AI Principles",https://www.cloudskillsboost.google/course_sessions/4597819/video/387437,4
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-The Business case for Responsible AI,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case",https://www.cloudskillsboost.google/course_sessions/4597819/video/387438,16
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-The Business case for Responsible AI- The Economic Intelligence Report,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case",https://www.cloudskillsboost.google/course_sessions/4597819/video/387438,3
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-The Business case for Responsible AI- The Business Case for Responsible Innovation,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation",https://www.cloudskillsboost.google/course_sessions/4597819/video/387439,13
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-AI's Technical Considerations and Ethical Concerns,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns",https://www.cloudskillsboost.google/course_sessions/4597819/video/387439,16
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-AI's Technical Considerations and Ethical Concerns-Video,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns",https://www.cloudskillsboost.google/course_sessions/4597819/video/387439,6
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-AI's Technical Considerations and Ethical Concerns- Concerns about Artificial Intelligence,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns",https://www.cloudskillsboost.google/course_sessions/4597819/video/387441,10
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Creating AI Principles,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns",https://www.cloudskillsboost.google/course_sessions/4597819/video/387442,23
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-How Google AI Principles were developed,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns",https://www.cloudskillsboost.google/course_sessions/4597819/video/387442,9
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-Ethical Issues Spotting,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns",https://www.cloudskillsboost.google/course_sessions/4597819/video/387443,4
Introduction to Generative,Google Cloud Skill Boost,Beginner,Free during mentorship period,Responsible AI: Applying AI Principles with Google Cloud-The Ethical Aims of Google's AI Principle,Medium,"Responsible AI, Ethics, AI Ethics, Fairness, BIas, Transparency, Business Case, Responsible Innovation, Ethics Concerns, Review Process",https://www.cloudskillsboost.google/course_sessions/4597819/video/387444,10
